Along-track_distance(m) H_IS2_L6(m) HD(m) H_IS2(m) H_IS2corr(m) Lambda_D(-) LAMBDA_IS2(-) LAMBDA_IS2corr(-) z0R_D(m) z0R_IS2(m) z0R_IS2corr(m)
150.5,3.518448,2.975902,1.519613,1.753783,0.1041566,0.07598066,0.08768915,0.2173986,0.04820517,0.07357205
200.5,5.214592,1.28578,0.99382,1.270958,0.05786011,0.0447219,0.0571931,0.02525296,0.01115022,0.02434609
250.5,4.945863,1.552464,1.465487,1.663147,0.09314785,0.07327435,0.08315733,0.06277443,0.04321861,0.06302046
300.5,3.408357,2.175273,1.854126,2.009818,0.07613456,0.06489442,0.07034362,0.0946804,0.05804644,0.07450742
350.5,3.470557,1.646809,1.439555,1.622515,0.06587236,0.05758222,0.06490061,0.04719331,0.03089648,0.04505813
400.5,2.939891,1.630024,1.299306,1.505018,0.07335107,0.0454757,0.05267564,0.05266772,0.01841906,0.02980548
450.5,2.554215,1.146632,0.8916533,1.082483,0.06879792,0.03566613,0.04329934,0.02573882,0.006625193,0.01233621
500.5,1.771796,1.288676,1.041984,1.152309,0.05154702,0.03646943,0.0403308,0.02166932,0.008916269,0.01240314
550.5,1.615411,0.973029,0.7608424,0.866102,0.0535166,0.02662948,0.03031357,0.01388399,0.003291753,0.004918653
600.5,1.829454,0.8465867,0.693439,0.8114236,0.04656227,0.03120476,0.03651406,0.009037771,0.003655574,0.005895719
650.5,2.31337,0.9419553,0.8494512,1.009518,0.04709777,0.03822531,0.04542831,0.01097038,0.006798174,0.01171916
700.5,2.875332,0.877037,0.7144231,0.9887794,0.04823704,0.03572116,0.04943897,0.01007558,0.004682763,0.01276931
750.5,3.195546,0.7880585,0.5912823,0.9628877,0.04728351,0.04434617,0.07221658,0.008229706,0.004855809,0.02024022
800.5,3.530532,0.9545824,0.8874021,1.256907,0.05250203,0.04880711,0.06912988,0.0130866,0.010447,0.03047988
850.5,3.560241,1.308426,1.302373,1.578373,0.06542131,0.04558305,0.05524305,0.03057776,0.01856255,0.03477526
900.5,3.535008,1.400418,1.326924,1.554539,0.07002092,0.07298083,0.08549966,0.03765436,0.0359064,0.05741234
950.5,3.482312,1.745553,1.982667,2.13826,0.05236659,0.05948002,0.06414781,0.0392857,0.05936049,0.07539444
1000.5,3.113869,1.746864,1.580499,1.72425,0.05240593,0.05531746,0.06034873,0.03938262,0.03492671,0.04616448
1050.5,2.796558,1.306152,1.188992,1.349986,0.0522461,0.04755969,0.05399943,0.02262966,0.01671007,0.02516138
1100.5,3.016499,1.306782,0.9547641,1.165996,0.05880517,0.04296438,0.05246983,0.02657501,0.00981939,0.01853018
1150.5,2.936502,1.806451,1.486933,1.635996,0.08129028,0.05947731,0.06543984,0.0716396,0.03424332,0.04623546
1200.5,2.931141,2.213953,1.760852,1.881853,0.07748836,0.07043406,0.07527412,0.09979486,0.05803321,0.07102223
1250.5,2.831807,2.004727,1.427837,1.571742,0.08018909,0.0571135,0.06286969,0.0857899,0.03010249,0.04079064
1300.5,2.75199,1.552385,0.9945399,1.1505,0.06985732,0.0348089,0.04026749,0.04539101,0.007661207,0.0123392
1350.5,2.31586,1.015305,0.7484072,0.8904859,0.03553568,0.02619425,0.03116701,0.008193379,0.003131575,0.005370839
1400.5,2.070753,1.296745,1.058446,1.164205,0.04538606,0.04233783,0.04656821,0.01829983,0.01147325,0.01560955
1450.5,2.122844,0.9236686,0.6989784,0.8650566,0.0323284,0.02795914,0.03460226,0.006035939,0.003131054,0.006021026
1500.5,2.181829,0.9652874,0.8371,1.00243,0.03861149,0.0292985,0.03508505,0.008530555,0.004419325,0.007860325
1550.5,2.726302,1.329784,1.114894,1.342038,0.05319134,0.03902128,0.04697132,0.0239725,0.01112755,0.02048746
1600.5,3.103447,1.267459,1.311818,1.591278,0.05069837,0.04591364,0.05569473,0.02054053,0.01900922,0.03570121
1650.5,4.129083,1.226423,1.541617,1.920487,0.07971749,0.06937274,0.08642193,0.03465172,0.04443298,0.08571006
1700.5,3.989823,1.175691,1.510364,1.917582,0.06466302,0.0679664,0.08629118,0.02486566,0.04172291,0.085334
1750.5,3.7095,0.7446204,1.287602,1.734021,0.04095412,0.06438009,0.08670107,0.006110645,0.0291022,0.07119254
1800.5,3.476643,1.125766,1.412822,1.725279,0.04503064,0.05651289,0.06901117,0.0140032,0.02910449,0.05450673
1850.5,3.483741,0.9553509,1.255945,1.528717,0.03821404,0.04395808,0.05350511,0.008252662,0.01647125,0.03135696
1900.5,3.489796,1.371346,1.393733,1.69262,0.04799711,0.05574933,0.06770481,0.02199372,0.02786697,0.05138533
