WD Lambda H z0_R z0_MD z0_LM z0_SEC z0_VPEC z0_T20 z0_T20_w Cd Cd_best
80,0.04209161,0.9353692,0.009202223,0.004980872,0.0196856,NaN,NaN,NaN,NaN,0.1612496,NaN
82,0.04576569,1.017015,0.01199791,0.007313969,0.0232722,NaN,NaN,NaN,NaN,0.1672506,NaN
84,0.03629778,0.9074444,0.007004446,0.003291926,0.01646911,NaN,NaN,NaN,NaN,0.1591972,NaN
86,0.04214317,0.6483565,0.005163987,0.001957916,0.0136619,NaN,NaN,0.002447895,NaN,0.1401542,NaN
88,0.03037875,0.5523409,0.002555948,0.000573359,0.008389714,NaN,NaN,0.001095221,NaN,0.1330971,NaN
90,0.03322272,0.5537121,0.00292184,0.0007325253,0.009197911,NaN,NaN,0.0007720285,NaN,0.1331978,NaN
92,0.04002135,0.5717335,0.00399815,0.001250196,0.01144077,NaN,NaN,0.00143508,NaN,0.1345224,NaN
94,0.03920342,0.6533904,0.004702392,0.001699102,0.01280757,NaN,NaN,0.001800065,NaN,0.1405242,NaN
96,0.02967438,0.5934876,0.00271999,0.0006500748,0.008805687,NaN,NaN,0.003278628,NaN,0.1361213,NaN
98,0.03537503,0.7075005,0.004547845,0.001634546,0.01251392,NaN,NaN,0.002469648,NaN,0.1445013,NaN
100,0.04531271,0.8238676,0.0083141,0.004235199,0.01866584,NaN,NaN,0.002380345,0.0003459323,0.1530543,NaN
102,0.04545005,0.8263646,0.008391562,0.004294624,0.01877916,0.005403387,0.00431084,0.003439385,0.0002475013,0.1532378,0.1217444
104,0.03818377,0.8485283,0.006775144,0.003129202,0.01620001,0.006167565,0.004572084,0.004405697,0.0002545866,0.1548668,0.1474053
106,0.04009685,0.8910411,0.007896422,0.003960543,0.01786397,0.009596654,0.007265139,0.005241135,6.694599e-05,0.1579915,0.1753442
108,0.05235471,0.8725785,0.01121533,0.006508414,0.0228418,0.01252574,0.00972188,0.006422465,0.0002305956,0.1566345,0.166441
110,0.04978541,0.9051893,0.01110635,0.006480592,0.02253261,0.01594726,0.01437872,0.01621419,NaN,0.1590314,0.1945361
112,0.05060538,0.9200978,0.01168068,0.006965462,0.02328095,0.02728368,0.02986437,0.0191331,NaN,0.1601272,0.2628631
114,0.04885413,1.085647,0.01476716,0.009778321,0.02651917,0.03196098,0.0357214,0.02532117,0.0005757005,0.1722951,0.270507
116,0.05164247,1.14761,0.01761782,0.0124364,0.02963271,0.03791836,0.03881483,0.02494522,NaN,0.1768494,0.2790887
118,0.05937395,1.187479,0.02264243,0.01729232,0.03525266,0.03955015,0.04288085,0.02411264,0.002936609,0.1797797,0.251781
120,0.04834839,1.20871,0.01762252,0.01244244,0.02921959,0.03742139,0.03806515,0.03661029,0.001272024,0.1813402,0.2825139
122,0.05292381,1.176085,0.01904401,0.01380424,0.03112145,0.03215596,0.03609087,0.02736929,0.001907218,0.1789422,0.2431677
124,0.05383811,1.076762,0.0166782,0.01150678,0.02898542,0.03007914,0.02921576,0.02607444,0.001102702,0.171642,0.2424148
126,0.06188981,1.031497,0.01867864,0.01320607,0.03191957,0.02888782,0.03972508,0.02662896,0.001265742,0.168315,0.217656
128,0.05731793,1.042144,0.01716231,0.01188483,0.02986677,0.02883245,0.03639852,0.02175627,0.001898214,0.1690976,0.2292023
130,0.05935273,1.079141,0.01911165,0.01373542,0.03202497,0.03131841,0.04396349,0.02405649,0.001884838,0.1718168,0.2301626
132,0.07405104,1.139247,0.02787362,0.02213379,0.0421812,0.03428702,0.0470681,0.02536369,0.00202824,0.1762346,0.1998169
134,0.05764152,1.15283,0.02064604,0.01531484,0.03322545,0.03143263,0.04570114,0.02345693,0.002237415,0.177233,0.226931
136,0.05804811,1.160962,0.02110376,0.01576494,0.03369583,0.02851951,0.0423713,0.04170968,0.004172489,0.1778307,0.2118955
138,0.06219303,1.243861,0.026152,0.02085113,0.03867973,0.02636884,0.03882844,0.03424034,0.00473795,0.1839238,0.1848387
140,0.08050422,1.238527,0.03566444,0.03030622,0.04985331,0.03015978,0.04597175,0.03223999,0.004270445,0.1835317,0.1660748
142,0.08849145,1.264164,0.04117391,0.03595465,0.05593383,0.03137523,0.04119333,0.03494035,0.004146259,0.185416,0.1573512
144,0.0859665,1.322562,0.04318292,0.03850004,0.056848,0.04448298,0.04838771,0.04072529,0.002957424,0.1897083,0.1932826
146,0.07392744,1.344135,0.03732486,0.03256807,0.04968424,0.05606514,0.0777408,0.0491792,0.003953563,0.1912939,0.2482122
148,0.08454593,1.300707,0.04114535,0.03625374,0.05498472,0.09470169,0.1297886,0.04831767,0.009357796,0.1881019,0.3396199
150,0.08640246,1.234321,0.03843996,0.03298647,0.05332418,NaN,NaN,0.04165276,0.005814812,0.1832226,NaN
152,0.07073975,1.178996,0.02798804,0.02245819,0.04170094,NaN,NaN,0.05280184,0.0096903,0.1791562,NaN
154,0.07512695,1.155799,0.02909138,0.02338607,0.04341583,NaN,NaN,NaN,0.006951111,0.1774512,NaN
156,0.07584179,1.083454,0.02629526,0.02030037,0.04108555,NaN,NaN,NaN,NaN,0.1721339,NaN
158,0.06437328,0.9903582,0.01833913,0.01274729,0.0318763,NaN,NaN,NaN,NaN,0.1652913,NaN
160,0.06102846,0.9388994,0.01561821,0.01024309,0.02864979,NaN,NaN,NaN,NaN,0.1615091,NaN
162,0.04312421,0.9583158,0.009935511,0.005574925,0.02066331,NaN,NaN,NaN,NaN,0.1629362,NaN
164,0.04206504,0.9347787,0.009183884,0.004966193,0.01966075,NaN,NaN,NaN,NaN,0.1612062,NaN
166,0.04251485,0.850297,0.007974904,0.004005922,0.01807513,NaN,NaN,NaN,NaN,0.1549968,NaN
168,0.03957718,0.8794929,0.007579449,0.003720976,0.01740393,NaN,NaN,NaN,NaN,0.1571427,NaN
170,0.05037371,0.7749801,0.008765412,0.004480823,0.01951931,NaN,NaN,NaN,NaN,0.149461,NaN
172,0.04572102,0.9144203,0.00999927,0.00560622,0.02090411,NaN,NaN,NaN,NaN,0.1597099,NaN
174,0.03820017,1.091433,0.01037728,0.005906428,0.02084647,NaN,NaN,NaN,NaN,0.1727204,NaN
176,0.03973229,1.135208,0.0118079,0.007113978,0.02255221,NaN,NaN,NaN,NaN,0.1759378,NaN
178,0.04623128,1.155782,0.0152472,0.010219,0.02671665,NaN,NaN,NaN,NaN,0.17745,NaN
180,0.04230684,1.057671,0.01144615,0.006838731,0.02237336,NaN,NaN,NaN,NaN,0.1702388,NaN
182,0.03795145,0.8433657,0.006647371,0.003037469,0.01600348,NaN,NaN,NaN,NaN,0.1544874,NaN
