Along-track_distance(m) IS2_profile_filt(m) UAV_profile_filt(m) IS2_profile(m) UAV_profile(m)
1.5,-0.3414461,-0.4640108,563.2191,559.3851
2.5,-0.2963492,-0.4520094,563.2291,559.3661
3.5,-0.1981159,-0.4248853,563.2679,559.3361
4.5,-0.08473001,-0.5331883,563.2982,559.1453
5.5,-0.005531331,-0.5374257,563.2715,559.0341
6.5,0.1286659,-0.5614587,563.2784,558.88
7.5,0.1313497,-0.4434923,563.1339,558.8465
8.5,0.1520899,-0.1851408,562.9894,558.934
9.5,0.1888569,0.03273952,562.845,558.9636
10.5,0.2394376,0.2343033,562.7005,558.9619
11.5,0.3014732,0.4185937,562.556,558.9305
12.5,0.3724986,0.6418021,562.4116,558.928
13.5,0.4499826,0.9371087,562.2671,558.9904
14.5,0.5313684,0.9712213,562.1226,558.7869
15.5,0.6092384,0.9146564,561.9733,558.4908
16.5,0.04322658,0.8001162,561.1812,558.1374
17.5,-0.3548053,0.6807908,560.5606,557.7822
18.5,-0.5264683,0.5538517,560.1722,557.4248
19.5,-0.2906576,0.4819424,560.1992,557.1301
20.5,-0.7051554,0.4225466,559.5859,556.8574
21.5,-0.2040116,0.3085761,559.8998,556.5415
22.5,-0.7632743,0.1250435,559.1665,556.169
23.5,-0.6029873,-0.1677112,559.1673,555.7015
24.5,-0.3612486,-0.4894228,559.2651,555.2204
25.5,-0.1784624,-0.7849244,559.3205,554.7817
26.5,-0.1321488,-0.962992,559.2565,554.4774
27.5,0.004225434,-1.000667,559.2999,554.3306
28.5,0.1004401,-0.9108534,559.3208,554.3288
29.5,0.1662646,-0.857757,559.3288,554.3078
30.5,0.2278783,-0.7433242,559.3499,554.3655
31.5,0.2760829,-0.5225685,559.3744,554.5464
32.5,0.305604,-0.3226708,559.3964,554.7232
33.5,0.3540933,-0.1694978,559.4528,554.8693
34.5,0.3365974,0.02299948,559.4578,555.07
35.5,0.3520657,0.2071012,559.5094,555.2769
36.5,0.365007,0.3230091,559.5709,555.4295
37.5,0.2724954,0.3145206,559.5381,555.4706
38.5,0.2926049,0.3882321,559.6281,555.606
39.5,0.2252705,0.5069405,559.6393,555.7974
40.5,0.1600515,0.5264789,559.6601,555.8998
41.5,0.08221998,0.5846277,559.6744,556.05
42.5,0.02302751,0.6484781,559.712,556.2139
43.5,-0.06511509,0.6714138,559.724,556.3439
44.5,-0.1704549,0.6078222,559.7208,556.3934
45.5,-0.2464852,0.4167587,559.7476,556.3203
46.5,-0.3052698,0.1184682,559.7909,556.1436
47.5,-0.3544123,-0.140244,559.842,556.0091
48.5,-0.3522632,-0.3150778,559.9411,555.9598
49.5,-0.2761516,-0.4025298,560.1098,555.9979
50.5,-0.2388391,-0.4438654,560.2342,556.0809
51.5,-0.1846312,-0.4669554,560.3688,556.1797
52.5,-0.1134216,-0.4826231,560.5127,556.2821
53.5,-0.09361681,-0.4030496,560.5966,556.4746
54.5,-0.0375744,-0.1979785,560.7073,556.7861
55.5,-0.01466634,-0.09431563,560.7748,556.9885
56.5,-0.028029,-0.07828736,560.7952,557.0941
57.5,-0.03148479,0.02372887,560.8142,557.2755
58.5,-0.02096871,0.1583979,560.8356,557.4781
59.5,-0.04758652,0.1871873,560.8083,557.5626
60.5,-0.03210679,0.2459592,560.8113,557.6638
61.5,-0.02186725,0.2871791,560.7975,557.7336
62.5,0.006157595,0.158016,560.7904,557.6187
63.5,0.03421462,-0.004420037,560.7728,557.4558
64.5,0.09285493,-0.1255147,560.776,557.3196
65.5,0.1407959,-0.1917041,560.7598,557.2239
66.5,0.2046401,-0.2557366,560.7518,557.1164
67.5,0.2663424,-0.2844007,560.7355,557.0311
68.5,0.2786448,-0.2502605,560.6651,556.9966
69.5,0.2753424,-0.1477079,560.5761,557.0197
70.5,0.3616283,0.05203306,560.5755,557.1309
71.5,0.3173501,0.2373481,560.4451,557.2204
72.5,0.3131849,0.3098824,560.3575,557.192
73.5,0.2779517,0.2191186,560.2437,556.9974
74.5,0.1441304,0.1801253,560.0381,556.8543
75.5,0.03461735,0.09199792,559.8656,556.6642
76.5,-0.05732088,0.1487458,559.7214,556.6239
77.5,-0.1583818,0.09270184,559.5806,556.4782
78.5,-0.2138439,0.0004688072,559.4994,556.3065
79.5,-0.2773407,-0.1867529,559.4258,556.0525
80.5,-0.3031622,-0.2351885,559.4065,555.9522
81.5,-0.2827804,-0.1787338,559.4509,555.9741
82.5,-0.2689282,-0.0332569,559.507,556.104
83.5,-0.3096488,-0.00296915,559.5269,556.1394
84.5,-0.3391304,0.08852944,559.5762,556.2578
85.5,-0.3775436,0.1300763,559.6343,556.349
86.5,-0.4422102,0.1906885,559.683,556.4823
87.5,-0.4809652,0.1260315,559.7734,556.5132
88.5,-0.4091489,0.05633676,559.9883,556.5616
89.5,-0.2888278,-0.07506439,560.2639,556.5698
90.5,0.07618297,-0.2178729,560.7943,556.5864
91.5,0.3564501,-0.2000104,561.2473,556.7817
92.5,0.4980507,-0.05351586,561.5664,557.1215
93.5,0.7451189,0.02643231,561.9929,557.4077
94.5,0.6131993,0.2381666,562.0394,557.8356
95.5,0.4947707,0.337049,562.0953,558.1574
96.5,0.3606508,0.2922666,562.1285,558.3388
97.5,0.2194464,0.1554116,562.1445,558.4277
98.5,0.1065941,0.09648158,562.1761,558.5905
99.5,-0.01587303,-0.06385147,562.1826,558.6441
100.5,-0.08937732,-0.1862273,562.2203,558.7244
101.5,-0.1758372,-0.2131877,562.2253,558.8855
102.5,-0.1679796,-0.3052962,562.3031,558.9636
103.5,-0.1307026,-0.4619973,562.3876,558.9565
104.5,-0.09827014,-0.5907078,562.4437,558.9543
105.5,-0.03106853,-0.6566527,562.5106,558.9899
106.5,0.01933407,-0.5510743,562.5369,559.1704
107.5,0.1068025,-0.2782151,562.577,559.4907
108.5,0.1903313,-0.01466951,562.5908,559.7736
109.5,-0.04113647,0.2451015,562.2689,560.0247
110.5,0.1060267,0.5606564,562.3067,560.3043
111.5,0.1114689,0.8292829,562.186,560.5107
112.5,-0.05724306,0.7891968,561.8771,560.3839
113.5,-0.07519977,0.663441,561.7076,560.149
114.5,-0.1276872,0.4847651,561.4952,559.8414
115.5,-0.2149954,0.2761654,561.2427,559.4868
116.5,-0.3549943,0.1121707,560.9354,559.1628
117.5,-0.2744028,-0.006022761,560.8499,558.8743
118.5,-0.2371754,0.008952703,560.725,558.712
119.5,-0.1843749,-0.01822186,560.6227,558.5042
120.5,-0.1746403,-0.1082917,560.487,558.2336
121.5,-0.1671514,-0.1523129,560.361,558.0126
122.5,-0.1533598,-0.2049073,560.2551,557.7899
123.5,-0.1264979,-0.2700175,560.1778,557.5644
124.5,-0.06111881,-0.3931866,560.1556,557.2933
125.5,0.01891764,-0.4281641,560.1653,557.125
126.5,0.1337018,-0.5115879,560.2272,556.9247
127.5,0.2345658,-0.5945657,560.2922,556.7427
128.5,0.3366602,-0.5895611,560.3749,556.6673
129.5,0.3490626,-0.4631538,560.3831,556.7323
130.5,0.3808204,-0.2653393,560.4241,556.8875
131.5,0.3508189,-0.02498493,560.4149,557.1033
132.5,0.334661,0.2258485,560.4288,557.3467
133.5,0.2551334,0.5106508,560.386,557.6393
134.5,0.1803964,0.7043101,560.3521,557.8544
135.5,0.07481211,0.8203524,560.2883,558.0029
136.5,0.01850583,0.8287465,560.2721,558.0524
137.5,-0.0595087,0.6803096,560.2297,557.9509
138.5,-0.1099185,0.3901303,560.2076,557.7106
139.5,-0.1377971,0.1417399,560.1983,557.5121
140.5,-0.2080366,-0.06587099,560.1347,557.3514
141.5,-0.2697914,-0.1956071,560.0657,557.2631
142.5,-0.2211508,-0.2763462,560.0917,557.2154
143.5,-0.2434123,-0.282519,560.0304,557.2316
144.5,-0.1675907,-0.3330841,560.05,557.1907
145.5,-0.1120321,-0.2898432,560.032,557.2291
146.5,-0.0407496,-0.2949589,560.0129,557.2034
147.5,0.01692077,-0.2752549,559.9638,557.1858
148.5,0.1322675,-0.3304839,559.9575,557.0761
149.5,0.07563854,-0.3236634,559.766,557.0113
150.5,0.001583691,-0.4491891,559.5458,556.7974
151.5,-0.07549308,-0.4205028,559.3137,556.7217
152.5,-0.136372,-0.2737774,559.0917,556.7495
153.5,-0.1310245,-0.07784237,558.9326,556.8134
154.5,-0.3630394,0.1600372,558.5359,556.9082
155.5,-0.2504221,0.4418444,558.4868,557.0381
156.5,-0.105995,0.5753773,558.4753,557.0134
157.5,0.01022629,0.6174866,558.4445,556.8935
158.5,0.06856591,0.5488822,558.3674,556.6617
159.5,0.177005,0.4876425,558.3548,556.4389
160.5,0.2641847,0.3463794,558.3374,556.1404
161.5,0.2935736,0.1748328,558.2807,555.8184
162.5,0.3494266,0.05494514,558.2704,555.5573
163.5,0.3450832,0.0508687,558.2209,555.4235
164.5,0.2733085,-0.009374943,558.1257,555.2469
165.5,0.2168246,-0.06541065,558.0675,555.0895
166.5,0.2355481,-0.2166923,558.106,554.8533
167.5,0.2010035,-0.3156218,558.1119,554.6866
168.5,0.174583,-0.3342361,558.1453,554.6182
169.5,0.1131153,-0.2397576,558.1615,554.681
170.5,-0.5436703,-0.154448,557.5982,554.7526
171.5,-0.5395319,-0.09439752,557.7094,554.8166
172.5,-0.4889699,-0.1328762,557.8779,554.7988
173.5,-0.3824858,-0.3016107,558.1108,554.6665
174.5,-0.2910986,-0.5862433,558.334,554.4328
175.5,-0.1437984,-0.6583676,558.6159,554.4245
176.5,-0.004787831,-0.4468008,558.8894,554.7112
177.5,0.109571,-0.1912795,559.1354,555.0515
178.5,0.2029005,0.1106538,559.3552,555.4457
179.5,0.2681955,0.5161046,559.5395,555.9493
180.5,0.3183182,0.6434979,559.699,556.1788
181.5,0.265583,0.4787502,559.7446,556.1183
182.5,0.1787619,0.4485962,559.7437,556.1928
183.5,-0.2828371,0.5281032,559.3546,556.376
184.5,-0.291394,0.3243242,559.4047,556.2734
185.5,0.04771915,0.3300036,559.7886,556.3765
186.5,0.01639456,0.4620771,559.7884,556.6013
187.5,-0.03547766,0.2464198,559.7546,556.4727
188.5,-0.05196714,0.06003582,559.7441,556.3672
189.5,-0.05439893,-0.2615135,559.7369,556.1197
190.5,-0.04795978,-0.6112297,559.7292,555.837
191.5,-0.04313097,-0.7319998,559.7123,555.7761
192.5,-0.02976191,-0.6051221,559.698,555.9556
193.5,-0.0008330424,-0.3363909,559.6953,556.2698
194.5,-0.009041851,0.007136841,559.6531,556.6518
195.5,0.01827571,0.1433839,559.6461,556.8198
196.5,-0.002426272,0.1781252,559.5922,556.8796
197.5,0.01879285,0.1086105,559.5829,556.829
198.5,0.05648639,0.03184327,559.5941,556.7651
199.5,0.08455569,0.0536536,559.6004,556.7939
