Along-track_distance(m) Height(m)
-94.5,557.515236555148
-93.5,557.706201322161
-92.5,557.858967503827
-91.5,557.996395280349
-90.5,558.144878303078
-89.5,558.294920986319
-88.5,558.409263248427
-87.5,558.500105641273
-86.5,558.562262910736
-85.5,558.609687305809
-84.5,558.638696141659
-83.5,558.643634166581
-82.5,558.619995194807
-81.5,558.5876502073
-80.5,558.534358476529
-79.5,558.492988888346
-78.5,558.401407542951
-77.5,558.274523016381
-76.5,558.096112175846
-75.5,557.919055486616
-74.5,557.693809891127
-73.5,557.457387925352
-72.5,557.219538251988
-71.5,557.0259443474
-70.5,556.853821178074
-69.5,556.66851845895
-68.5,556.493859048413
-67.5,556.354117050773
-66.5,556.24138909385
-65.5,556.159680230154
-64.5,556.116493588496
-63.5,556.099835360842
-62.5,556.138269054402
-61.5,556.213288210469
-60.5,556.304933572496
-59.5,556.410935851868
-58.5,556.541342536098
-57.5,556.685428617993
-56.5,556.834667090433
-55.5,556.967213767784
-54.5,557.070240746909
-53.5,557.167277655625
-52.5,557.282167849596
-51.5,557.374314724871
-50.5,557.447511608795
-49.5,557.501109578389
-48.5,557.546998037874
-47.5,557.593382750072
-46.5,557.644301371717
-45.5,557.692747682877
-44.5,557.780396832222
-43.5,557.893788710059
-42.5,558.037728817378
-41.5,558.221827405802
-40.5,558.423481788198
-39.5,558.619403835394
-38.5,558.82130168181
-37.5,559.02054856095
-36.5,559.201444204363
-35.5,559.382195906794
-34.5,559.548939782811
-33.5,559.690538630351
-32.5,559.817965365585
-31.5,559.893441678154
-30.5,559.933290096958
-29.5,559.96614007293
-28.5,559.978985780646
-27.5,560.026098669209
-26.5,560.092920239941
-25.5,560.181601489858
-24.5,560.269153542469
-23.5,560.369743235792
-22.5,560.483824638802
-21.5,560.591518819155
-20.5,560.694388384456
-19.5,560.844850366879
-18.5,561.022193992407
-17.5,561.225142186818
-16.5,561.389844512758
-15.5,561.546682331973
-14.5,561.66898964826
-13.5,561.729838405094
-12.5,561.775374519004
-11.5,561.79272607027
-10.5,561.765789737979
-9.5,561.761743222934
-8.5,561.725414236076
-7.5,561.664612757429
-6.5,561.603666680944
-5.5,561.527768468319
-4.5,561.411762620785
-3.5,561.27655897039
-2.5,561.090932702307
-1.5,560.869433772494
-0.5,560.630540692438
0.5,560.412434463228
1.5,560.230463866857
2.5,560.075863292955
3.5,559.964028059209
4.5,559.84942491674
5.5,559.765714459002
6.5,559.69602671209
7.5,559.670471527627
8.5,559.60867012224
9.5,559.559566341179
10.5,559.516521885372
11.5,559.468129687716
12.5,559.442911428293
13.5,559.375982158058
14.5,559.326869655897
15.5,559.263591725319
16.5,559.182332437439
17.5,559.115382167391
18.5,559.090178675799
19.5,559.064177473381
20.5,559.078145322422
21.5,559.099606342277
22.5,559.20919915281
23.5,559.306235600316
24.5,559.380852170621
25.5,559.42703177778
26.5,559.443684502572
27.5,559.422204750912
28.5,559.349595896009
29.5,559.272078239102
30.5,559.119990870839
31.5,558.958752701706
32.5,558.783990091899
33.5,558.604022180264
34.5,558.458595517957
35.5,558.300338513722
36.5,558.183213690429
37.5,558.086231187386
38.5,557.988483315251
39.5,557.911309896983
40.5,557.825658028554
41.5,557.730795318073
42.5,557.625366311532
43.5,557.504333763931
44.5,557.379369760984
45.5,557.271327046523
46.5,557.178351049572
47.5,557.1115164161
48.5,557.107519652403
49.5,557.104009752854
50.5,557.137974183651
51.5,557.17919891999
52.5,557.217466787431
53.5,557.275211268204
54.5,557.336536252217
55.5,557.372456430473
56.5,557.411585700476
57.5,557.458731717919
58.5,557.485514702126
59.5,557.539637765221
60.5,557.548665689062
61.5,557.574861397778
62.5,557.593690326823
63.5,557.624208908793
64.5,557.640277032199
65.5,557.686352532646
66.5,557.714531743059
67.5,557.725895958468
68.5,557.724218040524
69.5,557.743514933211
70.5,557.739055053073
71.5,557.738099976369
72.5,557.742292897596
73.5,557.7425919812
74.5,557.739605224199
75.5,557.681814833488
76.5,557.596098532398
77.5,557.457722645584
78.5,557.289003369828
79.5,557.100266295454
80.5,556.921562488924
81.5,556.789685765654
82.5,556.665182338017
83.5,556.547320114327
84.5,556.437424650908
85.5,556.320035437871
86.5,556.168110264893
87.5,556.005391155805
88.5,555.825305736453
89.5,555.655813079272
90.5,555.527759572359
91.5,555.442714836825
92.5,555.371654758797
93.5,555.335765295093
94.5,555.3187138272
95.5,555.296119435439
96.5,555.312141585886
97.5,555.336201123188
98.5,555.379625159209
99.5,555.399657623774
100.5,555.436668019566
101.5,555.483579307302
102.5,555.508775511189
103.5,555.499734490876
104.5,555.447592848972
105.5,555.383721524197
106.5,555.345236373029
107.5,555.26734470907
108.5,555.189464820266
109.5,555.111026080908
110.5,555.01295943975
111.5,554.922593096735
112.5,554.859221059291
113.5,554.744296114007
114.5,554.649260564516
115.5,554.548629475826
116.5,554.442179044006
117.5,554.334823241098
118.5,554.224508603541
119.5,554.097640735744
120.5,553.994245599666
121.5,553.912719126516
122.5,553.84648812896
123.5,553.743695469508
124.5,553.627420319872
125.5,553.503604842968
126.5,553.380154263155
127.5,553.209583483381
128.5,553.064186423786
129.5,552.986476061866
130.5,552.907576379153
131.5,552.868303458376
132.5,552.853563395921
133.5,552.906768480049
134.5,552.977153943811
135.5,553.057340177529
136.5,553.141765654002
137.5,553.250689795511
138.5,553.364973006093
139.5,553.473328387418
140.5,553.583780505164
141.5,553.679220428383
142.5,553.771450615812
143.5,553.823890501205
144.5,553.884542508062
145.5,553.914026952529
146.5,553.937522551297
147.5,553.950538984182
148.5,553.984735973218
149.5,554.121263122971
150.5,554.283567251274
151.5,554.491826777239
152.5,554.758932887572
153.5,555.053266579074
154.5,555.330862343295
155.5,555.515186949158
156.5,555.65031150907
157.5,555.745207502648
158.5,555.787735706487
159.5,555.850945352811
160.5,555.863335304288
161.5,555.88336277225
162.5,555.901838062712
163.5,555.909200926507
164.5,555.935363831643
165.5,555.961435736834
166.5,556.028461052915
167.5,556.057300912482
168.5,556.13414382646
169.5,556.202811202068
170.5,556.312421750975
171.5,556.462279214061
172.5,556.610231457108
173.5,556.79314945911
174.5,557.014486168433
175.5,557.265387513605
176.5,557.562160494155
177.5,557.853549857769
178.5,558.101186622187
179.5,558.363064781802
180.5,558.58489745674
181.5,558.757532200178
182.5,558.884616672106
183.5,558.997031184841
184.5,559.074942323439
185.5,559.142806558376
186.5,559.185644040266
187.5,559.220706154022
188.5,559.268528912803
189.5,559.296801949379
190.5,559.356148474193
191.5,559.304734535089
192.5,559.239927735068
193.5,559.139592267279
194.5,558.970328204943
195.5,558.762071752165
196.5,558.553961588498
197.5,558.369650531098
198.5,558.23676284512
199.5,558.139041596018
200.5,558.066317613634
201.5,558.049086720521
202.5,558.019155733923
203.5,558.017942329465
204.5,558.145712973986
205.5,558.288391158031
206.5,558.457064116017
207.5,558.691940112451
208.5,558.957485295708
209.5,559.218251597712
210.5,559.419033421527
211.5,559.566425187228
212.5,559.678142109692
213.5,559.760660984052
214.5,559.839393004382
215.5,559.887577885093
216.5,559.935970099271
217.5,559.989930375025
218.5,560.028597445217
219.5,560.062517720522
220.5,560.086981467464
221.5,560.078060979243
222.5,560.06700785605
223.5,560.017044995372
224.5,559.988180930375
225.5,559.924822712644
226.5,559.752055344293
227.5,559.577373622357
228.5,559.377463823188
229.5,559.136544135425
230.5,558.923316534622
231.5,558.792325903559
232.5,558.786980585288
233.5,558.873757302554
234.5,558.983898594514
235.5,559.109777585433
236.5,559.238320509353
237.5,559.409063716941
238.5,559.5760331383
239.5,559.718817474318
240.5,559.912893382974
241.5,560.049802929616
242.5,560.120713901465
243.5,560.157572483046
244.5,560.18415791564
245.5,560.190864771614
246.5,560.161289218322
247.5,560.079010023752
248.5,560.018230739903
249.5,559.968121016621
250.5,559.873793788452
251.5,559.819916778044
252.5,559.757284068233
253.5,559.705849641942
254.5,559.668986733704
255.5,559.624881022111
256.5,559.583751589663
257.5,559.542181434928
258.5,559.528639926068
259.5,559.544770565693
260.5,559.560908742172
261.5,559.615343548497
262.5,559.655884916874
